sf_aggregate_change_pct,kc_aggregate_change_pct,noise_change_pct,graffiti_change_pct,n_real_categories_up,n_real_categories_down,covid_discriminating_keywords,covid_raw_keyword_hits_2020,text_mining_reproducible
-10.9,-13.0,80.3,-13.8,7,16,0,199,False
